"seed","ordinal","stage","x","z","legacyFieldsExact"
"42","27","continent","-1","-1","True"
"42","27","terrain","-1","-1","True"
"42","27","hydrology","-1","-1","True"
"42","27","legacy_compatibility","-1","-1","True"
"42","27","finalized","-1","-1","True"
"42","28","continent","-1","0","True"
"42","28","terrain","-1","0","True"
"42","28","hydrology","-1","0","True"
"42","28","legacy_compatibility","-1","0","True"
"42","28","finalized","-1","0","True"
"42","29","continent","0","-1","True"
"42","29","terrain","0","-1","True"
"42","29","hydrology","0","-1","True"
"42","29","legacy_compatibility","0","-1","True"
"42","29","finalized","0","-1","True"
"42","30","continent","0","0","True"
"42","30","terrain","0","0","True"
"42","30","hydrology","0","0","True"
"42","30","legacy_compatibility","0","0","True"
"42","30","finalized","0","0","True"
"42","31","continent","0","0","True"
"42","31","terrain","0","0","True"
"42","31","hydrology","0","0","True"
"42","31","legacy_compatibility","0","0","True"
"42","31","finalized","0","0","True"
"42","32","continent","0","0","True"
"42","32","terrain","0","0","True"
"42","32","hydrology","0","0","True"
"42","32","legacy_compatibility","0","0","True"
"42","32","finalized","0","0","True"
"42","33","continent","1","1","True"
"42","33","terrain","1","1","True"
"42","33","hydrology","1","1","True"
"42","33","legacy_compatibility","1","1","True"
"42","33","finalized","1","1","True"
"42","34","continent","1","0","True"
"42","34","terrain","1","0","True"
"42","34","hydrology","1","0","True"
"42","34","legacy_compatibility","1","0","True"
"42","34","finalized","1","0","True"
"42","35","continent","0","1","True"
"42","35","terrain","0","1","True"
"42","35","hydrology","0","1","True"
"42","35","legacy_compatibility","0","1","True"
"42","35","finalized","0","1","True"
"42","36","continent","3","3","True"
"42","36","terrain","3","3","True"
"42","36","hydrology","3","3","True"
"42","36","legacy_compatibility","3","3","True"
"42","36","finalized","3","3","True"
"42","37","continent","3","0","True"
"42","37","terrain","3","0","True"
"42","37","hydrology","3","0","True"
"42","37","legacy_compatibility","3","0","True"
"42","37","finalized","3","0","True"
"42","38","continent","0","3","True"
"42","38","terrain","0","3","True"
"42","38","hydrology","0","3","True"
"42","38","legacy_compatibility","0","3","True"
"42","38","finalized","0","3","True"
"42","39","continent","4","4","True"
"42","39","terrain","4","4","True"
"42","39","hydrology","4","4","True"
"42","39","legacy_compatibility","4","4","True"
"42","39","finalized","4","4","True"
"42","40","continent","4","0","True"
"42","40","terrain","4","0","True"
"42","40","hydrology","4","0","True"
"42","40","legacy_compatibility","4","0","True"
"42","40","finalized","4","0","True"
"42","41","continent","0","4","True"
"42","41","terrain","0","4","True"
"42","41","hydrology","0","4","True"
"42","41","legacy_compatibility","0","4","True"
"42","41","finalized","0","4","True"
"42","42","continent","5","5","True"
"42","42","terrain","5","5","True"
"42","42","hydrology","5","5","True"
"42","42","legacy_compatibility","5","5","True"
"42","42","finalized","5","5","True"
"42","43","continent","5","0","True"
"42","43","terrain","5","0","True"
"42","43","hydrology","5","0","True"
"42","43","legacy_compatibility","5","0","True"
"42","43","finalized","5","0","True"
"42","44","continent","0","5","True"
"42","44","terrain","0","5","True"
"42","44","hydrology","0","5","True"
"42","44","legacy_compatibility","0","5","True"
"42","44","finalized","0","5","True"
"42","45","continent","15","15","True"
"42","45","terrain","15","15","True"
"42","45","hydrology","15","15","True"
"42","45","legacy_compatibility","15","15","True"
"42","45","finalized","15","15","True"
"42","46","continent","15","0","True"
"42","46","terrain","15","0","True"
"42","46","hydrology","15","0","True"
"42","46","legacy_compatibility","15","0","True"
"42","46","finalized","15","0","True"
"42","47","continent","0","15","True"
"42","47","terrain","0","15","True"
"42","47","hydrology","0","15","True"
"42","47","legacy_compatibility","0","15","True"
"42","47","finalized","0","15","True"
"42","48","continent","16","16","True"
"42","48","terrain","16","16","True"
"42","48","hydrology","16","16","True"
"42","48","legacy_compatibility","16","16","True"
"42","48","finalized","16","16","True"
"42","49","continent","16","0","True"
"42","49","terrain","16","0","True"
"42","49","hydrology","16","0","True"
"42","49","legacy_compatibility","16","0","True"
"42","49","finalized","16","0","True"
"42","50","continent","0","16","True"
"42","50","terrain","0","16","True"
"42","50","hydrology","0","16","True"
"42","50","legacy_compatibility","0","16","True"
"42","50","finalized","0","16","True"
"42","51","continent","17","17","True"
"42","51","terrain","17","17","True"
"42","51","hydrology","17","17","True"
"42","51","legacy_compatibility","17","17","True"
"42","51","finalized","17","17","True"
"42","52","continent","17","0","True"
"42","52","terrain","17","0","True"
"42","52","hydrology","17","0","True"
"42","52","legacy_compatibility","17","0","True"
"42","52","finalized","17","0","True"
"42","53","continent","0","17","True"
"42","53","terrain","0","17","True"
"42","53","hydrology","0","17","True"
"42","53","legacy_compatibility","0","17","True"
"42","53","finalized","0","17","True"
"42","54","continent","63","63","True"
"42","54","terrain","63","63","True"
"42","54","hydrology","63","63","True"
"42","54","legacy_compatibility","63","63","True"
"42","54","finalized","63","63","True"
"42","55","continent","63","0","True"
"42","55","terrain","63","0","True"
"42","55","hydrology","63","0","True"
"42","55","legacy_compatibility","63","0","True"
"42","55","finalized","63","0","True"
"42","56","continent","0","63","True"
"42","56","terrain","0","63","True"
"42","56","hydrology","0","63","True"
"42","56","legacy_compatibility","0","63","True"
"42","56","finalized","0","63","True"
"42","57","continent","64","64","True"
"42","57","terrain","64","64","True"
"42","57","hydrology","64","64","True"
"42","57","legacy_compatibility","64","64","True"
"42","57","finalized","64","64","True"
"42","58","continent","64","0","True"
"42","58","terrain","64","0","True"
"42","58","hydrology","64","0","True"
"42","58","legacy_compatibility","64","0","True"
"42","58","finalized","64","0","True"
"42","59","continent","0","64","True"
"42","59","terrain","0","64","True"
"42","59","hydrology","0","64","True"
"42","59","legacy_compatibility","0","64","True"
"42","59","finalized","0","64","True"
"42","60","continent","65","65","True"
"42","60","terrain","65","65","True"
"42","60","hydrology","65","65","True"
"42","60","legacy_compatibility","65","65","True"
"42","60","finalized","65","65","True"
"42","61","continent","65","0","True"
"42","61","terrain","65","0","True"
"42","61","hydrology","65","0","True"
"42","61","legacy_compatibility","65","0","True"
"42","61","finalized","65","0","True"
"42","62","continent","0","65","True"
"42","62","terrain","0","65","True"
"42","62","hydrology","0","65","True"
"42","62","legacy_compatibility","0","65","True"
"42","62","finalized","0","65","True"
"42","63","continent","126","126","True"
"42","63","terrain","126","126","True"
"42","63","hydrology","126","126","True"
"42","63","legacy_compatibility","126","126","True"
"42","63","finalized","126","126","True"
"42","64","continent","126","0","True"
"42","64","terrain","126","0","True"
"42","64","hydrology","126","0","True"
"42","64","legacy_compatibility","126","0","True"
"42","64","finalized","126","0","True"
"42","65","continent","0","126","True"
"42","65","terrain","0","126","True"
"42","65","hydrology","0","126","True"
"42","65","legacy_compatibility","0","126","True"
"42","65","finalized","0","126","True"
"42","66","continent","127","127","True"
"42","66","terrain","127","127","True"
"42","66","hydrology","127","127","True"
"42","66","legacy_compatibility","127","127","True"
"42","66","finalized","127","127","True"
"42","67","continent","127","0","True"
"42","67","terrain","127","0","True"
"42","67","hydrology","127","0","True"
"42","67","legacy_compatibility","127","0","True"
"42","67","finalized","127","0","True"
"42","68","continent","0","127","True"
"42","68","terrain","0","127","True"
"42","68","hydrology","0","127","True"
"42","68","legacy_compatibility","0","127","True"
"42","68","finalized","0","127","True"
"42","69","continent","128","128","True"
"42","69","terrain","128","128","True"
"42","69","hydrology","128","128","True"
"42","69","legacy_compatibility","128","128","True"
"42","69","finalized","128","128","True"
"42","70","continent","128","0","True"
"42","70","terrain","128","0","True"
"42","70","hydrology","128","0","True"
"42","70","legacy_compatibility","128","0","True"
"42","70","finalized","128","0","True"
"42","71","continent","0","128","True"
"42","71","terrain","0","128","True"
"42","71","hydrology","0","128","True"
"42","71","legacy_compatibility","0","128","True"
"42","71","finalized","0","128","True"
"42","72","continent","129","129","True"
"42","72","terrain","129","129","True"
"42","72","hydrology","129","129","True"
"42","72","legacy_compatibility","129","129","True"
"42","72","finalized","129","129","True"
"42","73","continent","129","0","True"
"42","73","terrain","129","0","True"
"42","73","hydrology","129","0","True"
"42","73","legacy_compatibility","129","0","True"
"42","73","finalized","129","0","True"
"42","74","continent","0","129","True"
"42","74","terrain","0","129","True"
"42","74","hydrology","0","129","True"
"42","74","legacy_compatibility","0","129","True"
"42","74","finalized","0","129","True"
"42","75","continent","-3520","-4096","True"
"42","75","terrain","-3520","-4096","True"
"42","75","hydrology","-3520","-4096","True"
"42","75","legacy_compatibility","-3520","-4096","True"
"42","75","finalized","-3520","-4096","True"
"42","76","continent","-4096","-4096","True"
"42","76","terrain","-4096","-4096","True"
"42","76","hydrology","-4096","-4096","True"
"42","76","legacy_compatibility","-4096","-4096","True"
"42","76","finalized","-4096","-4096","True"
"42","77","continent","-1344","-4096","True"
"42","77","terrain","-1344","-4096","True"
"42","77","hydrology","-1344","-4096","True"
"42","77","legacy_compatibility","-1344","-4096","True"
"42","77","finalized","-1344","-4096","True"
"42","78","continent","-1344","-4096","True"
"42","78","terrain","-1344","-4096","True"
"42","78","hydrology","-1344","-4096","True"
"42","78","legacy_compatibility","-1344","-4096","True"
"42","78","finalized","-1344","-4096","True"
"42","79","continent","-3136","-4096","True"
"42","79","terrain","-3136","-4096","True"
"42","79","hydrology","-3136","-4096","True"
"42","79","legacy_compatibility","-3136","-4096","True"
"42","79","finalized","-3136","-4096","True"
"42","80","continent","-128","-3392","True"
"42","80","terrain","-128","-3392","True"
"42","80","hydrology","-128","-3392","True"
"42","80","legacy_compatibility","-128","-3392","True"
"42","80","finalized","-128","-3392","True"
"42","81","continent","-3584","-4096","True"
"42","81","terrain","-3584","-4096","True"
"42","81","hydrology","-3584","-4096","True"
"42","81","legacy_compatibility","-3584","-4096","True"
"42","81","finalized","-3584","-4096","True"
"42","82","continent","-2304","256","True"
"42","82","terrain","-2304","256","True"
"42","82","hydrology","-2304","256","True"
"42","82","legacy_compatibility","-2304","256","True"
"42","82","finalized","-2304","256","True"
"42","83","continent","-2304","256","True"
"42","83","terrain","-2304","256","True"
"42","83","hydrology","-2304","256","True"
"42","83","legacy_compatibility","-2304","256","True"
"42","83","finalized","-2304","256","True"
"42","84","continent","-3904","-4096","True"
"42","84","terrain","-3904","-4096","True"
"42","84","hydrology","-3904","-4096","True"
"42","84","legacy_compatibility","-3904","-4096","True"
"42","84","finalized","-3904","-4096","True"
"-987654321","0","continent","-129","-129","True"
"-987654321","0","terrain","-129","-129","True"
"-987654321","0","hydrology","-129","-129","True"
"-987654321","0","legacy_compatibility","-129","-129","True"
"-987654321","0","finalized","-129","-129","True"
"-987654321","1","continent","-129","0","True"
"-987654321","1","terrain","-129","0","True"
"-987654321","1","hydrology","-129","0","True"
"-987654321","1","legacy_compatibility","-129","0","True"
"-987654321","1","finalized","-129","0","True"
"-987654321","2","continent","0","-129","True"
"-987654321","2","terrain","0","-129","True"
"-987654321","2","hydrology","0","-129","True"
"-987654321","2","legacy_compatibility","0","-129","True"
"-987654321","2","finalized","0","-129","True"
"-987654321","3","continent","-128","-128","True"
"-987654321","3","terrain","-128","-128","True"
"-987654321","3","hydrology","-128","-128","True"
"-987654321","3","legacy_compatibility","-128","-128","True"
"-987654321","3","finalized","-128","-128","True"
"-987654321","4","continent","-128","0","True"
"-987654321","4","terrain","-128","0","True"
"-987654321","4","hydrology","-128","0","True"
"-987654321","4","legacy_compatibility","-128","0","True"
"-987654321","4","finalized","-128","0","True"
"-987654321","5","continent","0","-128","True"
"-987654321","5","terrain","0","-128","True"
"-987654321","5","hydrology","0","-128","True"
"-987654321","5","legacy_compatibility","0","-128","True"
"-987654321","5","finalized","0","-128","True"
"-987654321","6","continent","-127","-127","True"
"-987654321","6","terrain","-127","-127","True"
"-987654321","6","hydrology","-127","-127","True"
"-987654321","6","legacy_compatibility","-127","-127","True"
"-987654321","6","finalized","-127","-127","True"
"-987654321","7","continent","-127","0","True"
"-987654321","7","terrain","-127","0","True"
"-987654321","7","hydrology","-127","0","True"
"-987654321","7","legacy_compatibility","-127","0","True"
"-987654321","7","finalized","-127","0","True"
"-987654321","8","continent","0","-127","True"
"-987654321","8","terrain","0","-127","True"
"-987654321","8","hydrology","0","-127","True"
"-987654321","8","legacy_compatibility","0","-127","True"
"-987654321","8","finalized","0","-127","True"
"-987654321","9","continent","-17","-17","True"
"-987654321","9","terrain","-17","-17","True"
"-987654321","9","hydrology","-17","-17","True"
"-987654321","9","legacy_compatibility","-17","-17","True"
"-987654321","9","finalized","-17","-17","True"
"-987654321","10","continent","-17","0","True"
"-987654321","10","terrain","-17","0","True"
"-987654321","10","hydrology","-17","0","True"
"-987654321","10","legacy_compatibility","-17","0","True"
"-987654321","10","finalized","-17","0","True"
"-987654321","11","continent","0","-17","True"
"-987654321","11","terrain","0","-17","True"
"-987654321","11","hydrology","0","-17","True"
"-987654321","11","legacy_compatibility","0","-17","True"
"-987654321","11","finalized","0","-17","True"
"-987654321","12","continent","-16","-16","True"
"-987654321","12","terrain","-16","-16","True"
"-987654321","12","hydrology","-16","-16","True"
"-987654321","12","legacy_compatibility","-16","-16","True"
"-987654321","12","finalized","-16","-16","True"
"-987654321","13","continent","-16","0","True"
"-987654321","13","terrain","-16","0","True"
"-987654321","13","hydrology","-16","0","True"
"-987654321","13","legacy_compatibility","-16","0","True"
"-987654321","13","finalized","-16","0","True"
"-987654321","14","continent","0","-16","True"
"-987654321","14","terrain","0","-16","True"
"-987654321","14","hydrology","0","-16","True"
"-987654321","14","legacy_compatibility","0","-16","True"
"-987654321","14","finalized","0","-16","True"
"-987654321","15","continent","-15","-15","True"
"-987654321","15","terrain","-15","-15","True"
"-987654321","15","hydrology","-15","-15","True"
"-987654321","15","legacy_compatibility","-15","-15","True"
"-987654321","15","finalized","-15","-15","True"
"-987654321","16","continent","-15","0","True"
"-987654321","16","terrain","-15","0","True"
"-987654321","16","hydrology","-15","0","True"
"-987654321","16","legacy_compatibility","-15","0","True"
"-987654321","16","finalized","-15","0","True"
"-987654321","17","continent","0","-15","True"
"-987654321","17","terrain","0","-15","True"
"-987654321","17","hydrology","0","-15","True"
"-987654321","17","legacy_compatibility","0","-15","True"
"-987654321","17","finalized","0","-15","True"
"-987654321","18","continent","-5","-5","True"
"-987654321","18","terrain","-5","-5","True"
"-987654321","18","hydrology","-5","-5","True"
"-987654321","18","legacy_compatibility","-5","-5","True"
"-987654321","18","finalized","-5","-5","True"
"-987654321","19","continent","-5","0","True"
"-987654321","19","terrain","-5","0","True"
"-987654321","19","hydrology","-5","0","True"
"-987654321","19","legacy_compatibility","-5","0","True"
"-987654321","19","finalized","-5","0","True"
"-987654321","20","continent","0","-5","True"
"-987654321","20","terrain","0","-5","True"
"-987654321","20","hydrology","0","-5","True"
"-987654321","20","legacy_compatibility","0","-5","True"
"-987654321","20","finalized","0","-5","True"
"-987654321","21","continent","-4","-4","True"
"-987654321","21","terrain","-4","-4","True"
"-987654321","21","hydrology","-4","-4","True"
"-987654321","21","legacy_compatibility","-4","-4","True"
"-987654321","21","finalized","-4","-4","True"
"-987654321","22","continent","-4","0","True"
"-987654321","22","terrain","-4","0","True"
"-987654321","22","hydrology","-4","0","True"
"-987654321","22","legacy_compatibility","-4","0","True"
"-987654321","22","finalized","-4","0","True"
"-987654321","23","continent","0","-4","True"
"-987654321","23","terrain","0","-4","True"
"-987654321","23","hydrology","0","-4","True"
"-987654321","23","legacy_compatibility","0","-4","True"
"-987654321","23","finalized","0","-4","True"
"-987654321","24","continent","-3","-3","True"
"-987654321","24","terrain","-3","-3","True"
"-987654321","24","hydrology","-3","-3","True"
"-987654321","24","legacy_compatibility","-3","-3","True"
"-987654321","24","finalized","-3","-3","True"
"-987654321","25","continent","-3","0","True"
"-987654321","25","terrain","-3","0","True"
"-987654321","25","hydrology","-3","0","True"
"-987654321","25","legacy_compatibility","-3","0","True"
"-987654321","25","finalized","-3","0","True"
"-987654321","26","continent","0","-3","True"
"-987654321","26","terrain","0","-3","True"
"-987654321","26","hydrology","0","-3","True"
"-987654321","26","legacy_compatibility","0","-3","True"
"-987654321","26","finalized","0","-3","True"
"-987654321","27","continent","-1","-1","True"
"-987654321","27","terrain","-1","-1","True"
"-987654321","27","hydrology","-1","-1","True"
"-987654321","27","legacy_compatibility","-1","-1","True"
"-987654321","27","finalized","-1","-1","True"
"-987654321","28","continent","-1","0","True"
"-987654321","28","terrain","-1","0","True"
"-987654321","28","hydrology","-1","0","True"
"-987654321","28","legacy_compatibility","-1","0","True"
"-987654321","28","finalized","-1","0","True"
"-987654321","29","continent","0","-1","True"
"-987654321","29","terrain","0","-1","True"
"-987654321","29","hydrology","0","-1","True"
"-987654321","29","legacy_compatibility","0","-1","True"
"-987654321","29","finalized","0","-1","True"
"-987654321","30","continent","0","0","True"
"-987654321","30","terrain","0","0","True"
"-987654321","30","hydrology","0","0","True"
"-987654321","30","legacy_compatibility","0","0","True"
"-987654321","30","finalized","0","0","True"
"-987654321","31","continent","0","0","True"
"-987654321","31","terrain","0","0","True"
"-987654321","31","hydrology","0","0","True"
"-987654321","31","legacy_compatibility","0","0","True"
"-987654321","31","finalized","0","0","True"
"-987654321","32","continent","0","0","True"
"-987654321","32","terrain","0","0","True"
"-987654321","32","hydrology","0","0","True"
"-987654321","32","legacy_compatibility","0","0","True"
"-987654321","32","finalized","0","0","True"
"-987654321","33","continent","1","1","True"
"-987654321","33","terrain","1","1","True"
"-987654321","33","hydrology","1","1","True"
"-987654321","33","legacy_compatibility","1","1","True"
"-987654321","33","finalized","1","1","True"
"-987654321","34","continent","1","0","True"
"-987654321","34","terrain","1","0","True"
"-987654321","34","hydrology","1","0","True"
"-987654321","34","legacy_compatibility","1","0","True"
"-987654321","34","finalized","1","0","True"
"-987654321","35","continent","0","1","True"
"-987654321","35","terrain","0","1","True"
"-987654321","35","hydrology","0","1","True"
"-987654321","35","legacy_compatibility","0","1","True"
"-987654321","35","finalized","0","1","True"
"-987654321","36","continent","3","3","True"
"-987654321","36","terrain","3","3","True"
"-987654321","36","hydrology","3","3","True"
"-987654321","36","legacy_compatibility","3","3","True"
"-987654321","36","finalized","3","3","True"
"-987654321","37","continent","3","0","True"
"-987654321","37","terrain","3","0","True"
"-987654321","37","hydrology","3","0","True"
"-987654321","37","legacy_compatibility","3","0","True"
"-987654321","37","finalized","3","0","True"
"-987654321","38","continent","0","3","True"
"-987654321","38","terrain","0","3","True"
"-987654321","38","hydrology","0","3","True"
"-987654321","38","legacy_compatibility","0","3","True"
"-987654321","38","finalized","0","3","True"
"-987654321","39","continent","4","4","True"
"-987654321","39","terrain","4","4","True"
"-987654321","39","hydrology","4","4","True"
"-987654321","39","legacy_compatibility","4","4","True"
"-987654321","39","finalized","4","4","True"
"-987654321","40","continent","4","0","True"
"-987654321","40","terrain","4","0","True"
"-987654321","40","hydrology","4","0","True"
"-987654321","40","legacy_compatibility","4","0","True"
"-987654321","40","finalized","4","0","True"
"-987654321","41","continent","0","4","True"
"-987654321","41","terrain","0","4","True"
"-987654321","41","hydrology","0","4","True"
"-987654321","41","legacy_compatibility","0","4","True"
"-987654321","41","finalized","0","4","True"
"-987654321","42","continent","5","5","True"
"-987654321","42","terrain","5","5","True"
"-987654321","42","hydrology","5","5","True"
"-987654321","42","legacy_compatibility","5","5","True"
"-987654321","42","finalized","5","5","True"
"-987654321","43","continent","5","0","True"
"-987654321","43","terrain","5","0","True"
"-987654321","43","hydrology","5","0","True"
"-987654321","43","legacy_compatibility","5","0","True"
"-987654321","43","finalized","5","0","True"
"-987654321","44","continent","0","5","True"
"-987654321","44","terrain","0","5","True"
"-987654321","44","hydrology","0","5","True"
"-987654321","44","legacy_compatibility","0","5","True"
"-987654321","44","finalized","0","5","True"
"-987654321","45","continent","15","15","True"
"-987654321","45","terrain","15","15","True"
"-987654321","45","hydrology","15","15","True"
"-987654321","45","legacy_compatibility","15","15","True"
"-987654321","45","finalized","15","15","True"
"-987654321","46","continent","15","0","True"
"-987654321","46","terrain","15","0","True"
"-987654321","46","hydrology","15","0","True"
"-987654321","46","legacy_compatibility","15","0","True"
"-987654321","46","finalized","15","0","True"
"-987654321","47","continent","0","15","True"
"-987654321","47","terrain","0","15","True"
"-987654321","47","hydrology","0","15","True"
"-987654321","47","legacy_compatibility","0","15","True"
"-987654321","47","finalized","0","15","True"
"-987654321","48","continent","16","16","True"
"-987654321","48","terrain","16","16","True"
"-987654321","48","hydrology","16","16","True"
"-987654321","48","legacy_compatibility","16","16","True"
"-987654321","48","finalized","16","16","True"
"-987654321","49","continent","16","0","True"
"-987654321","49","terrain","16","0","True"
"-987654321","49","hydrology","16","0","True"
"-987654321","49","legacy_compatibility","16","0","True"
"-987654321","49","finalized","16","0","True"
"-987654321","50","continent","0","16","True"
"-987654321","50","terrain","0","16","True"
"-987654321","50","hydrology","0","16","True"
"-987654321","50","legacy_compatibility","0","16","True"
"-987654321","50","finalized","0","16","True"
"-987654321","51","continent","17","17","True"
"-987654321","51","terrain","17","17","True"
"-987654321","51","hydrology","17","17","True"
"-987654321","51","legacy_compatibility","17","17","True"
"-987654321","51","finalized","17","17","True"
"-987654321","52","continent","17","0","True"
"-987654321","52","terrain","17","0","True"
"-987654321","52","hydrology","17","0","True"
"-987654321","52","legacy_compatibility","17","0","True"
"-987654321","52","finalized","17","0","True"
"-987654321","53","continent","0","17","True"
"-987654321","53","terrain","0","17","True"
"-987654321","53","hydrology","0","17","True"
"-987654321","53","legacy_compatibility","0","17","True"
"-987654321","53","finalized","0","17","True"
"-987654321","54","continent","63","63","True"
"-987654321","54","terrain","63","63","True"
"-987654321","54","hydrology","63","63","True"
"-987654321","54","legacy_compatibility","63","63","True"
"-987654321","54","finalized","63","63","True"
"-987654321","55","continent","63","0","True"
"-987654321","55","terrain","63","0","True"
"-987654321","55","hydrology","63","0","True"
"-987654321","55","legacy_compatibility","63","0","True"
"-987654321","55","finalized","63","0","True"
"-987654321","56","continent","0","63","True"
"-987654321","56","terrain","0","63","True"
"-987654321","56","hydrology","0","63","True"
"-987654321","56","legacy_compatibility","0","63","True"
"-987654321","56","finalized","0","63","True"
"-987654321","57","continent","64","64","True"
"-987654321","57","terrain","64","64","True"
"-987654321","57","hydrology","64","64","True"
"-987654321","57","legacy_compatibility","64","64","True"
"-987654321","57","finalized","64","64","True"
"-987654321","58","continent","64","0","True"
"-987654321","58","terrain","64","0","True"
"-987654321","58","hydrology","64","0","True"
"-987654321","58","legacy_compatibility","64","0","True"
"-987654321","58","finalized","64","0","True"
"-987654321","59","continent","0","64","True"
"-987654321","59","terrain","0","64","True"
"-987654321","59","hydrology","0","64","True"
"-987654321","59","legacy_compatibility","0","64","True"
"-987654321","59","finalized","0","64","True"
"-987654321","60","continent","65","65","True"
"-987654321","60","terrain","65","65","True"
"-987654321","60","hydrology","65","65","True"
"-987654321","60","legacy_compatibility","65","65","True"
"-987654321","60","finalized","65","65","True"
"-987654321","61","continent","65","0","True"
"-987654321","61","terrain","65","0","True"
"-987654321","61","hydrology","65","0","True"
"-987654321","61","legacy_compatibility","65","0","True"
"-987654321","61","finalized","65","0","True"
"-987654321","62","continent","0","65","True"
"-987654321","62","terrain","0","65","True"
"-987654321","62","hydrology","0","65","True"
"-987654321","62","legacy_compatibility","0","65","True"
"-987654321","62","finalized","0","65","True"
"-987654321","63","continent","126","126","True"
"-987654321","63","terrain","126","126","True"
"-987654321","63","hydrology","126","126","True"
"-987654321","63","legacy_compatibility","126","126","True"
"-987654321","63","finalized","126","126","True"
"-987654321","64","continent","126","0","True"
"-987654321","64","terrain","126","0","True"
"-987654321","64","hydrology","126","0","True"
"-987654321","64","legacy_compatibility","126","0","True"
"-987654321","64","finalized","126","0","True"
"-987654321","65","continent","0","126","True"
"-987654321","65","terrain","0","126","True"
"-987654321","65","hydrology","0","126","True"
"-987654321","65","legacy_compatibility","0","126","True"
"-987654321","65","finalized","0","126","True"
"-987654321","66","continent","127","127","True"
"-987654321","66","terrain","127","127","True"
"-987654321","66","hydrology","127","127","True"
"-987654321","66","legacy_compatibility","127","127","True"
"-987654321","66","finalized","127","127","True"
"-987654321","67","continent","127","0","True"
"-987654321","67","terrain","127","0","True"
"-987654321","67","hydrology","127","0","True"
"-987654321","67","legacy_compatibility","127","0","True"
"-987654321","67","finalized","127","0","True"
"-987654321","68","continent","0","127","True"
"-987654321","68","terrain","0","127","True"
"-987654321","68","hydrology","0","127","True"
"-987654321","68","legacy_compatibility","0","127","True"
"-987654321","68","finalized","0","127","True"
"-987654321","69","continent","128","128","True"
"-987654321","69","terrain","128","128","True"
"-987654321","69","hydrology","128","128","True"
"-987654321","69","legacy_compatibility","128","128","True"
"-987654321","69","finalized","128","128","True"
"-987654321","70","continent","128","0","True"
"-987654321","70","terrain","128","0","True"
"-987654321","70","hydrology","128","0","True"
"-987654321","70","legacy_compatibility","128","0","True"
"-987654321","70","finalized","128","0","True"
"-987654321","71","continent","0","128","True"
"-987654321","71","terrain","0","128","True"
"-987654321","71","hydrology","0","128","True"
"-987654321","71","legacy_compatibility","0","128","True"
"-987654321","71","finalized","0","128","True"
"-987654321","72","continent","129","129","True"
"-987654321","72","terrain","129","129","True"
"-987654321","72","hydrology","129","129","True"
"-987654321","72","legacy_compatibility","129","129","True"
"-987654321","72","finalized","129","129","True"
"-987654321","73","continent","129","0","True"
"-987654321","73","terrain","129","0","True"
"-987654321","73","hydrology","129","0","True"
"-987654321","73","legacy_compatibility","129","0","True"
"-987654321","73","finalized","129","0","True"
"-987654321","74","continent","0","129","True"
"-987654321","74","terrain","0","129","True"
"-987654321","74","hydrology","0","129","True"
"-987654321","74","legacy_compatibility","0","129","True"
"-987654321","74","finalized","0","129","True"
"-987654321","75","continent","-2048","-4096","True"
"-987654321","75","terrain","-2048","-4096","True"
"-987654321","75","hydrology","-2048","-4096","True"
"-987654321","75","legacy_compatibility","-2048","-4096","True"
"-987654321","75","finalized","-2048","-4096","True"
"-987654321","76","continent","-4096","-4096","True"
"-987654321","76","terrain","-4096","-4096","True"
"-987654321","76","hydrology","-4096","-4096","True"
"-987654321","76","legacy_compatibility","-4096","-4096","True"
"-987654321","76","finalized","-4096","-4096","True"
"-987654321","77","continent","-512","-4096","True"
"-987654321","77","terrain","-512","-4096","True"
"-987654321","77","hydrology","-512","-4096","True"
"-987654321","77","legacy_compatibility","-512","-4096","True"
"-987654321","77","finalized","-512","-4096","True"
"-987654321","78","continent","-512","-4096","True"
"-987654321","78","terrain","-512","-4096","True"
"-987654321","78","hydrology","-512","-4096","True"
"-987654321","78","legacy_compatibility","-512","-4096","True"
"-987654321","78","finalized","-512","-4096","True"
"-987654321","79","continent","1472","-3648","True"
"-987654321","79","terrain","1472","-3648","True"
"-987654321","79","hydrology","1472","-3648","True"
"-987654321","79","legacy_compatibility","1472","-3648","True"
"-987654321","79","finalized","1472","-3648","True"
"-987654321","80","continent","-1024","-4096","True"
"-987654321","80","terrain","-1024","-4096","True"
"-987654321","80","hydrology","-1024","-4096","True"
"-987654321","80","legacy_compatibility","-1024","-4096","True"
"-987654321","80","finalized","-1024","-4096","True"
"-987654321","81","continent","-3968","-4096","True"
"-987654321","81","terrain","-3968","-4096","True"
"-987654321","81","hydrology","-3968","-4096","True"
"-987654321","81","legacy_compatibility","-3968","-4096","True"
"-987654321","81","finalized","-3968","-4096","True"
"-987654321","82","continent","64","-4096","True"
"-987654321","82","terrain","64","-4096","True"
"-987654321","82","hydrology","64","-4096","True"
"-987654321","82","legacy_compatibility","64","-4096","True"
"-987654321","82","finalized","64","-4096","True"
"-987654321","83","continent","-448","-3520","True"
"-987654321","83","terrain","-448","-3520","True"
"-987654321","83","hydrology","-448","-3520","True"
"-987654321","83","legacy_compatibility","-448","-3520","True"
"-987654321","83","finalized","-448","-3520","True"
"-987654321","84","continent","-2432","-4096","True"
"-987654321","84","terrain","-2432","-4096","True"
"-987654321","84","hydrology","-2432","-4096","True"
"-987654321","84","legacy_compatibility","-2432","-4096","True"
