seed,x,z,latitude,temperatureC,rainfallMm,evaporationMm,moistureIndex,rainShadow,windX,windZ,marineClass
8675309,28672,-12288,-11.0592,21.153465078050157,1262.0808811248057,900.7623714049028,0.5832589212038953,0.1785898916653102,-0.9748112270383782,-0.2230315485305419,COASTAL_WATER
8675309,32768,-12288,-11.0592,19.741018073179085,1155.1460042727676,875.3383253172235,0.568621666161662,0.23711444039091273,-0.9764070643251043,-0.21593805763698015,MAJOR_OCEAN
8675309,-32768,-8192,-7.372800000000001,20.862180330425016,1102.4281311347202,895.5192459476502,0.5515043286150961,0.25117566687035686,-0.9664271504968849,-0.25694077679977434,MAJOR_OCEAN
8675309,-28672,-8192,-7.372800000000001,19.513015695809667,537.6590851257045,910.6783149679984,0.3709688890184878,0.4364435093203616,-0.9674431654393032,-0.2530883672648371,LAND
8675309,-24576,-8192,-7.372800000000001,22.074720263004984,684.7995294935417,931.7625592367324,0.42335285567374037,0.48027554871514144,-0.9712228835538599,-0.23817243850060726,LAND
8675309,-20480,-8192,-7.372800000000001,19.788678204769795,894.656401079776,905.2599851593445,0.49677842231648506,0.553367948451913,-0.9741718459027917,-0.22580791538461947,LAND
8675309,-16384,-8192,-7.372800000000001,20.906462297034384,1122.5201571575003,896.3163213466189,0.5557480365880079,0.25921808091882814,-0.9737722533000358,-0.22752494083719918,MAJOR_OCEAN
8675309,-12288,-8192,-7.372800000000001,19.96288991698058,609.6209625624634,910.3829314205608,0.40080171061630915,0.4427465971101873,-0.9703485454345775,-0.2417099509184503,LAND
8675309,-8192,-8192,-7.372800000000001,19.021411136333846,625.8218596368372,936.5577375816468,0.4003006440344238,0.722554903831591,-0.9668916817274723,-0.2551871387946902,LAND
8675309,-4096,-8192,-7.372800000000001,19.613155445620812,856.4984523379848,914.589416302708,0.48332730419004283,0.6186819826775156,-0.9667527871887723,-0.2557128242046931,LAND
8675309,0,-8192,-7.372800000000001,20.6678307250806,1195.159107492788,892.0209530514508,0.57234485190003,0.26833465350766955,-0.9700725549934616,-0.2428152343829719,MAJOR_OCEAN
8675309,4096,-8192,-7.372800000000001,19.61885869689657,472.7626832597534,904.724169588268,0.3429577019780802,0.41193016111656555,-0.9736153897878042,-0.22819525141497163,LAND
8675309,8192,-8192,-7.372800000000001,19.108541361776645,667.9615715336989,935.5351268456084,0.41630598069064456,0.7080185543795913,-0.9742629789764141,-0.22541439127971225,LAND
8675309,12288,-8192,-7.372800000000001,19.898070714448814,831.4695580574225,909.7499859042083,0.4772472912149436,0.5658921566019565,-0.9714888036481275,-0.23708543689212516,LAND
8675309,16384,-8192,-7.372800000000001,20.706887841595627,1035.8319834989934,892.7239811487214,0.5368240167566783,0.2764881574206007,-0.9676456700887116,-0.25231301424731994,MAJOR_OCEAN
8675309,20480,-8192,-7.372800000000001,19.90851905743225,594.8573848466123,909.4042559486908,0.39518537423986977,0.47944655495643906,-0.9663644908754104,-0.2571763417873206,LAND
8675309,24576,-8192,-7.372800000000001,18.816255090333613,666.5050896990323,932.4715066508463,0.4165717743744314,0.7182285715516351,-0.9689375961424191,-0.24730534725668643,LAND
8675309,28672,-8192,-7.372800000000001,19.855727115366562,944.3498484273596,914.7277701167535,0.5076937860079754,0.5893412273787642,-0.9728089126100596,-0.2316091957294298,LAND
8675309,32768,-8192,-7.372800000000001,20.56001380394279,1227.9848107543576,890.0802484709702,0.579493680672209,0.26127814819445455,-0.9744605670498637,-0.22455868556984832,MAJOR_OCEAN
8675309,-32768,-4096,-3.6864000000000003,21.671275516892997,1154.8588215802351,910.0829593040739,0.5589987250685774,0.16157459543601144,-0.9638101278364293,-0.2665896424843357,MAJOR_OCEAN
8675309,-28672,-4096,-3.6864000000000003,20.795130723866134,696.2979506138036,901.3390013390705,0.4355572725647403,0.28954353244523384,-0.9648589822469748,-0.2627682331967319,LAND
8675309,-24576,-4096,-3.6864000000000003,20.536314350975843,654.8017052154013,925.2463993552628,0.4141567251005393,0.38924928798992964,-0.9687681409138256,-0.24796832287687512,LAND
8675309,-20480,-4096,-3.6864000000000003,21.153827538514445,1032.6646501587572,903.3017821761065,0.5331350264619503,0.0,-0.9718270534326882,-0.23569509586824042,LAND
8675309,-16384,-4096,-3.6864000000000003,21.4910224256661,1290.5138581408542,906.8384036619898,0.5870368823795866,0.24949030997200156,-0.9714120535988972,-0.23739970960970733,MAJOR_OCEAN
8675309,-12288,-4096,-3.6864000000000003,20.826389528826024,602.1897879169292,898.4413299535138,0.40102378057464083,0.2740038776480846,-0.9678627812122114,-0.2514788992026229,LAND
8675309,-8192,-4096,-3.6864000000000003,20.706152677941258,649.90004447648,928.789408637063,0.4114100041597019,0.39821580795019823,-0.964289576994608,-0.26485016839632153,LAND
8675309,-4096,-4096,-3.6864000000000003,21.18167108023075,1014.3326807512485,904.8363978787988,0.5282517524315767,0.0,-0.9641462051153289,-0.265371617098947,LAND
8675309,0,-4096,-3.6864000000000003,21.56975246428207,1281.4954538151533,908.2555443570773,0.5849571470625006,0.16664126725748157,-0.9675771388148894,-0.2525756925018565,MAJOR_OCEAN
8675309,4096,-4096,-3.6864000000000003,20.70702769553814,684.742652046027,906.7626370221087,0.4299782592538254,0.2924891396222204,-0.9712491872279926,-0.23806515139550288,LAND
8675309,8192,-4096,-3.6864000000000003,20.464901577876127,694.9977413834948,925.7433493310475,0.42855036809684427,0.4012614133233291,-0.9719217238741734,-0.23530440425426608,LAND
8675309,12288,-4096,-3.6864000000000003,23.069878658928438,965.7479276278966,935.2578158607118,0.5077523719021728,0.0,-0.9690436327724843,-0.24688952546251644,COASTAL_WATER
8675309,16384,-4096,-3.6864000000000003,21.699360040124873,1281.4618188014624,910.5884807222477,0.5843285122460584,0.26738365399191777,-0.9650681262120613,-0.2619990682608259,MAJOR_OCEAN
8675309,20480,-4096,-3.6864000000000003,21.046175534646494,742.8727276748533,914.1528680541194,0.4480465980672871,0.3128138100743117,-0.9637454682387053,-0.2668232981757002,LAND
8675309,24576,-4096,-3.6864000000000003,20.5350802131298,606.3338902304059,927.8956725747906,0.39494672648336887,0.405617189185001,-0.9664031710979492,-0.2570309531784604,LAND
8675309,28672,-4096,-3.6864000000000003,20.784171356783908,919.4136245369599,902.9992382520579,0.5042267954228766,0.25833599139403185,-0.970412242247665,-0.24145409521451303,LAND
8675309,32768,-4096,-3.6864000000000003,21.81429379247836,1355.0991370903985,912.6572882646105,0.5972871842680759,0.2260388452848034,-0.9721270117798254,-0.2344548420656466,MAJOR_OCEAN
8675309,-32768,0,0.0,22.662085372446438,1432.0554576250663,927.9175367040359,0.6065530868268154,0.11876354690354024,-0.9764205278152939,0.21587717077287935,MAJOR_OCEAN
8675309,-28672,0,0.0,22.68817748384419,1304.4940278462798,928.3871947091955,0.5839585447403458,0.0,-0.9755362387488868,0.21983868378352991,MAJOR_OCEAN
8675309,-24576,0,0.0,22.502809636173062,1414.764137267972,925.050573451115,0.604389630152898,0.050522029141020865,-0.9720049365139884,0.2349604294183112,MAJOR_OCEAN
8675309,-20480,0,0.0,22.613114992890033,1345.8931379824378,927.0360698720206,0.5918799641314871,0.11404405626350483,-0.9689541291690467,0.247240562137879,MAJOR_OCEAN
8675309,-16384,0,0.0,22.366430192425817,1411.0318978477421,922.5957434636647,0.60439269752462,0.12478660265115554,-0.969384227512173,0.24554881276566515,MAJOR_OCEAN
8675309,-12288,0,0.0,22.599605115116226,1353.2391545357532,926.7928920720921,0.5932574058081184,0.0,-0.9728575298116398,0.23140489771998,MAJOR_OCEAN
