seed,x,z,latitudeDegrees,temperatureC,rainfallMm,evaporationMm,aridity,marineClass,winner
67890,0,-500000,-75.0,-2.163101888693634,1068.4377618472406,481.0641660035146,2.22098804557277,MAJOR_OCEAN,minecraft:deep_frozen_ocean
67890,8192,-500000,-75.0,-8.520469125225597,709.2675888224683,503.6129395199868,1.4083585491240533,LAND,minecraft:ice_spikes
67890,-8192,-150000,-54.0,3.9247775970853467,876.9666547022731,607.4487373811608,1.4436883324230136,LAND,minecraft:old_growth_pine_taiga
67890,0,-150000,-54.0,5.547312106740934,1153.2093740835671,619.8516179213368,1.8604603759055072,MAJOR_OCEAN,minecraft:deep_cold_ocean
67890,8192,-150000,-54.0,4.295220619983425,724.0972926785303,609.4549433831086,1.188106357229687,LAND,minecraft:old_growth_pine_taiga
67890,-8192,-60000,-33.75,9.740281283602826,750.894091398847,749.0897448293881,1.0024087188242976,LAND,minecraft:old_growth_pine_taiga
67890,0,-60000,-33.75,12.483246606858442,1133.2339389459282,744.6984389234519,1.521735349122189,MAJOR_OCEAN,minecraft:deep_ocean
67890,8192,-60000,-33.75,9.90024476084684,695.6218671598302,749.2361592369763,0.9284413980609972,LAND,minecraft:plains
67890,-8192,0,0.0,22.505847119458384,1277.8151377591416,925.1052481502509,1.381264607799096,MAJOR_OCEAN,minecraft:deep_lukewarm_ocean
67890,0,0,0.0,22.375513859371953,1209.9258152885477,922.7592494686951,1.3112042127837753,MAJOR_OCEAN,minecraft:deep_lukewarm_ocean
67890,8192,0,0.0,22.64550687268144,1339.8271170701655,927.619123708266,1.444372030315686,MAJOR_OCEAN,minecraft:deep_lukewarm_ocean
67890,-8192,60000,33.75,9.906970010414003,676.551553494005,748.4038415587816,0.9039926252715085,LAND,minecraft:plains
67890,0,60000,33.75,12.237164750361716,1231.4239639426185,740.2689655065109,1.66348181717985,MAJOR_OCEAN,minecraft:deep_ocean
67890,8192,60000,33.75,10.204764698661663,751.761626199372,750.3554924104008,1.0018739568153947,LAND,minecraft:old_growth_pine_taiga
67890,-8192,150000,54.0,4.3872984180644705,794.2225866040916,606.410771581473,1.3097105523584611,LAND,minecraft:old_growth_pine_taiga
67890,0,150000,54.0,5.308062553243462,1356.9702221574062,615.5451259583823,2.2045016115506573,MAJOR_OCEAN,minecraft:deep_cold_ocean
67890,8192,150000,54.0,4.813092866500999,940.7056388197414,610.2019900316634,1.541629909746653,LAND,minecraft:old_growth_spruce_taiga
67890,-8192,500000,75.0,-8.182843809689452,635.5254549450087,501.4840612707674,1.267289439537876,LAND,minecraft:ice_spikes
67890,0,500000,75.0,-2.190422572361943,1107.9305083577194,480.57239369748504,2.3054393529211943,MAJOR_OCEAN,minecraft:deep_frozen_ocean
67890,8192,500000,75.0,-8.505489137058673,715.1644841133975,502.0023924666647,1.4246236568700972,LAND,minecraft:ice_spikes
67890,-8192,2000000,85.71428571428571,-7.349348054349866,1233.4605605727481,430.0,2.8685129315645304,COASTAL_WATER,minecraft:frozen_ocean
67890,0,2000000,85.71428571428571,-5.737408598736676,1143.7975997374963,430.0,2.6599944179941772,MAJOR_OCEAN,minecraft:deep_frozen_ocean
67890,8192,2000000,85.71428571428571,-7.202987228912356,1294.116063974846,430.0,3.0095722418019673,COASTAL_WATER,minecraft:frozen_ocean
314159,-8192,-2000000,-85.71428571428571,-7.422362766089392,1160.7827822519967,430.0,2.6994948424465037,COASTAL_WATER,minecraft:frozen_ocean
314159,0,-2000000,-85.71428571428571,-5.819328889749397,1240.7566896098472,430.0,2.8854806735112724,MAJOR_OCEAN,minecraft:deep_frozen_ocean
314159,8192,-2000000,-85.71428571428571,-7.227164799157938,1090.7434318316944,430.0,2.536612632166731,COASTAL_WATER,minecraft:frozen_ocean
314159,-8192,-500000,-75.0,-8.37246446786021,656.6980160894735,501.47186758220437,1.3095410900230082,LAND,minecraft:ice_spikes
314159,0,-500000,-75.0,-2.2127105278085004,1303.5937133511711,480.171210499447,2.7148518795936276,MAJOR_OCEAN,minecraft:deep_frozen_ocean
314159,8192,-500000,-75.0,-8.189927048656065,625.6836301143602,501.1772569087113,1.2484278196772356,LAND,minecraft:ice_spikes
314159,-8192,-150000,-54.0,4.135509709331402,931.9402724865051,607.4627770154747,1.5341520628888914,LAND,minecraft:old_growth_pine_taiga
314159,0,-150000,-54.0,5.347978674246261,1231.605437060684,616.2636161364327,1.9985042193177645,MAJOR_OCEAN,minecraft:deep_cold_ocean
314159,8192,-150000,-54.0,4.370253438245735,901.800859104013,606.4929644764303,1.4869106682589706,LAND,minecraft:old_growth_pine_taiga
314159,-8192,-60000,-33.75,12.141161917975676,715.7141011176045,748.9250537772546,0.9556551720467243,LAND,minecraft:plains
314159,0,-60000,-33.75,12.328706586016038,1172.8797213390326,741.9167185482887,1.5808778694649324,MAJOR_OCEAN,minecraft:deep_ocean
314159,8192,-60000,-33.75,12.32236536636825,770.2317730244075,746.8148869441966,1.03135567660686,LAND,minecraft:forest
314159,-8192,0,0.0,22.690236228331717,1400.5854352195665,928.4242521099709,1.5085618800204161,MAJOR_OCEAN,minecraft:deep_lukewarm_ocean
314159,0,0,0.0,22.387156255650673,1246.4217655014647,922.9688126017121,1.3504484100475582,MAJOR_OCEAN,minecraft:deep_lukewarm_ocean
314159,8192,0,0.0,22.504666469446768,1366.3857517518184,925.0839964500418,1.477039660177073,MAJOR_OCEAN,minecraft:deep_lukewarm_ocean
314159,-8192,60000,33.75,10.218574789855428,757.8054843695567,755.0227081558038,1.0036856854551435,LAND,minecraft:forest
314159,0,60000,33.75,12.22699561555562,1160.9110446368577,740.0859210800012,1.5686165775762224,MAJOR_OCEAN,minecraft:deep_ocean
314159,8192,60000,33.75,9.70264842382512,693.9831294667192,750.7575448792135,0.924377163040528,LAND,minecraft:plains
314159,-8192,150000,54.0,4.281535493297867,912.3619626378853,609.2086111027686,1.4976182969350333,LAND,minecraft:old_growth_pine_taiga
314159,0,150000,54.0,5.443284808709882,1342.127184358806,617.9791265567778,2.1718001898167607,MAJOR_OCEAN,minecraft:deep_cold_ocean
314159,8192,150000,54.0,4.643925631051998,966.7985299988428,606.1235478417824,1.595051922073168,LAND,minecraft:old_growth_pine_taiga
314159,-8192,500000,75.0,-5.068984234226501,829.0660725081393,442.14097222340695,1.8751170431887165,LAND,minecraft:snowy_taiga
314159,0,500000,75.0,-2.0460009580644485,1119.1000848125702,483.1719827548399,2.3161526842511444,MAJOR_OCEAN,minecraft:deep_frozen_ocean
314159,8192,500000,75.0,-8.02405439741113,693.8484161176365,499.53952732496515,1.388976003226803,LAND,minecraft:ice_spikes
314159,-8192,2000000,85.71428571428571,-7.492503412615544,1005.353496820956,430.0,2.3380313879557115,COASTAL_WATER,minecraft:frozen_ocean
314159,0,2000000,85.71428571428571,-5.738542738388755,1246.827609039544,430.0,2.8995990907896374,MAJOR_OCEAN,minecraft:deep_frozen_ocean
314159,8192,2000000,85.71428571428571,-7.1737876267829765,1151.9568470826841,430.0,2.6789694118201957,COASTAL_WATER,minecraft:frozen_ocean
271828,-8192,-2000000,-85.71428571428571,-7.464211900862958,982.4202824280104,430.0,2.284698331227931,COASTAL_WATER,minecraft:frozen_ocean
271828,0,-2000000,-85.71428571428571,-5.790043132286511,1175.0929637099118,430.0,2.7327743342090973,MAJOR_OCEAN,minecraft:deep_frozen_ocean
271828,8192,-2000000,-85.71428571428571,-7.280062111902363,1186.086483396458,430.0,2.7583406590615307,COASTAL_WATER,minecraft:frozen_ocean
271828,-8192,-500000,-75.0,-8.236575737580674,702.9737734218784,500.20593118204204,1.4053687283568859,LAND,minecraft:ice_spikes
271828,0,-500000,-75.0,-1.8885440027921265,1112.9925103549967,486.00620794974174,2.2900787935410327,MAJOR_OCEAN,minecraft:deep_frozen_ocean
